cohort_month,activity_month,months_since_issuance,cards_issued_in_cohort,cohort_issued_amount,redeemed_amount_this_month,cumulative_redeemed_amount,remaining_balance,is_expired,breakage_amount
2022-01-01 00:00:00,2023-09-01 00:00:00,20,108,9745.960000000001,0.0,8030.870000000001,1715.09,false,0.0
2022-01-01 00:00:00,2023-10-01 00:00:00,21,108,9745.960000000001,0.0,8030.870000000001,1715.09,false,0.0
2022-01-01 00:00:00,2023-11-01 00:00:00,22,108,9745.960000000001,0.0,8030.870000000001,1715.09,false,0.0
2022-01-01 00:00:00,2023-12-01 00:00:00,23,108,9745.960000000001,0.0,8030.870000000001,1715.09,true,1715.09
2022-02-01 00:00:00,2022-02-01 00:00:00,0,89,8830.77,1354.96,1354.96,7475.810000000001,false,0.0
2022-02-01 00:00:00,2022-03-01 00:00:00,1,89,8830.77,1285.23,2579.4500000000003,6251.320000000001,false,0.0
2022-02-01 00:00:00,2022-04-01 00:00:00,2,89,8830.77,848.6999999999999,3428.15,5402.62,false,0.0
2022-02-01 00:00:00,2022-05-01 00:00:00,3,89,8830.77,329.5999999999999,3757.75,5073.0199999999995,false,0.0
2022-02-01 00:00:00,2022-06-01 00:00:00,4,89,8830.77,456.2099999999999,4213.96,4616.8099999999995,false,0.0
2022-02-01 00:00:00,2022-07-01 00:00:00,5,89,8830.77,309.17,4523.13,4307.64,false,0.0
2022-02-01 00:00:00,2022-08-01 00:00:00,6,89,8830.77,695.48,5218.609999999999,3612.1600000000003,false,0.0
2022-02-01 00:00:00,2022-09-01 00:00:00,7,89,8830.77,245.36,5463.969999999999,3366.800000000001,false,0.0
2022-02-01 00:00:00,2022-10-01 00:00:00,8,89,8830.77,35.32,5499.29,3331.48,false,0.0
2022-02-01 00:00:00,2022-11-01 00:00:00,9,89,8830.77,144.65999999999997,5643.95,3186.82,false,0.0
2022-02-01 00:00:00,2022-12-01 00:00:00,10,89,8830.77,97.71,5741.66,3089.11,false,0.0
2022-02-01 00:00:00,2023-01-01 00:00:00,11,89,8830.77,34.53,5776.19,3054.58,false,0.0
2022-02-01 00:00:00,2023-02-01 00:00:00,12,89,8830.77,191.32,5967.51,2863.2599999999998,false,0.0
2022-02-01 00:00:00,2023-03-01 00:00:00,13,89,8830.77,92.75,6060.26,2770.5099999999998,false,0.0
2022-02-01 00:00:00,2023-04-01 00:00:00,14,89,8830.77,22.3,6082.56,2748.2099999999996,false,0.0
2022-02-01 00:00:00,2023-05-01 00:00:00,15,89,8830.77,0.0,6082.56,2748.2099999999996,false,0.0
2022-02-01 00:00:00,2023-06-01 00:00:00,16,89,8830.77,0.0,6082.56,2748.2099999999996,false,0.0
2022-02-01 00:00:00,2023-07-01 00:00:00,17,89,8830.77,0.0,6082.56,2748.2099999999996,false,0.0
2022-02-01 00:00:00,2023-08-01 00:00:00,18,89,8830.77,515.66,6598.219999999999,2232.5499999999997,false,0.0
2022-02-01 00:00:00,2023-09-01 00:00:00,19,89,8830.77,138.9,6737.12,2093.6499999999996,false,0.0
2022-02-01 00:00:00,2023-10-01 00:00:00,20,89,8830.77,0.0,6737.12,2093.6499999999996,false,0.0
2022-02-01 00:00:00,2023-11-01 00:00:00,21,89,8830.77,0.0,6737.12,2093.6499999999996,false,0.0
2022-02-01 00:00:00,2023-12-01 00:00:00,22,89,8830.77,0.0,6737.12,2093.6499999999996,false,0.0
2022-02-01 00:00:00,2024-01-01 00:00:00,23,89,8830.77,0.0,6737.12,2093.6499999999996,true,2093.6499999999996
2022-03-01 00:00:00,2022-03-01 00:00:00,0,81,6761.7300000000005,376.92999999999995,376.92999999999995,6384.8,false,0.0
2022-03-01 00:00:00,2022-04-01 00:00:00,1,81,6761.7300000000005,474.5,851.4300000000001,5910.300000000001,false,0.0
2022-03-01 00:00:00,2022-05-01 00:00:00,2,81,6761.7300000000005,213.54000000000002,1064.97,5696.760000000001,false,0.0
2022-03-01 00:00:00,2022-06-01 00:00:00,3,81,6761.7300000000005,909.34,1942.9700000000003,4818.76,false,0.0
2022-03-01 00:00:00,2022-07-01 00:00:00,4,81,6761.7300000000005,943.99,2886.96,3874.77,false,0.0
2022-03-01 00:00:00,2022-08-01 00:00:00,5,81,6761.7300000000005,562.3599999999999,3449.32,3312.41,false,0.0
2022-03-01 00:00:00,2022-09-01 00:00:00,6,81,6761.7300000000005,277.42,3726.74,3034.9900000000002,false,0.0
2022-03-01 00:00:00,2022-10-01 00:00:00,7,81,6761.7300000000005,118.38,3845.12,2916.6099999999997,false,0.0
2022-03-01 00:00:00,2022-11-01 00:00:00,8,81,6761.7300000000005,197.76,4042.8799999999997,2718.85,false,0.0
2022-03-01 00:00:00,2022-12-01 00:00:00,9,81,6761.7300000000005,51.059999999999995,4093.94,2667.7899999999995,false,0.0
2022-03-01 00:00:00,2023-01-01 00:00:00,10,81,6761.7300000000005,74.71000000000001,4168.65,2593.0800000000004,false,0.0
2022-03-01 00:00:00,2023-02-01 00:00:00,11,81,6761.7300000000005,204.64,4373.29,2388.44,false,0.0
2022-03-01 00:00:00,2023-03-01 00:00:00,12,81,6761.7300000000005,106.83,4480.120000000001,2281.61,false,0.0
2022-03-01 00:00:00,2023-04-01 00:00:00,13,81,6761.7300000000005,282.94,4763.06,1998.67,false,0.0
2022-03-01 00:00:00,2023-05-01 00:00:00,14,81,6761.7300000000005,0.0,4763.06,1998.67,false,0.0
2022-03-01 00:00:00,2023-06-01 00:00:00,15,81,6761.7300000000005,0.0,4763.06,1998.67,false,0.0
2022-03-01 00:00:00,2023-07-01 00:00:00,16,81,6761.7300000000005,0.0,4763.06,1998.67,false,0.0
2022-03-01 00:00:00,2023-08-01 00:00:00,17,81,6761.7300000000005,0.0,4763.06,1998.67,false,0.0
2022-03-01 00:00:00,2023-09-01 00:00:00,18,81,6761.7300000000005,0.0,4763.06,1998.67,false,0.0
2022-03-01 00:00:00,2023-10-01 00:00:00,19,81,6761.7300000000005,70.11,4833.17,1928.5600000000004,false,0.0
2022-03-01 00:00:00,2023-11-01 00:00:00,20,81,6761.7300000000005,181.14,5014.3099999999995,1747.4200000000005,false,0.0
2022-03-01 00:00:00,2023-12-01 00:00:00,21,81,6761.7300000000005,0.0,5014.3099999999995,1747.4200000000005,false,0.0
2022-03-01 00:00:00,2024-01-01 00:00:00,22,81,6761.7300000000005,0.0,5014.3099999999995,1747.4200000000005,false,0.0
2022-03-01 00:00:00,2024-02-01 00:00:00,23,81,6761.7300000000005,0.0,5014.3099999999995,1747.4200000000005,true,1747.4200000000005
2022-04-01 00:00:00,2022-04-01 00:00:00,0,84,7804.999999999999,1043.8,1043.8,6761.2,false,0.0
2022-04-01 00:00:00,2022-05-01 00:00:00,1,84,7804.999999999999,712.4199999999998,1753.7400000000002,6051.259999999999,false,0.0
2022-04-01 00:00:00,2022-06-01 00:00:00,2,84,7804.999999999999,438.47,2167.39,5637.610000000001,false,0.0
2022-04-01 00:00:00,2022-07-01 00:00:00,3,84,7804.999999999999,679.14,2846.5299999999997,4958.47,false,0.0
2022-04-01 00:00:00,2022-08-01 00:00:00,4,84,7804.999999999999,422.14,3268.67,4536.33,false,0.0
2022-04-01 00:00:00,2022-09-01 00:00:00,5,84,7804.999999999999,639.5600000000001,3908.230000000001,3896.7699999999995,false,0.0
2022-04-01 00:00:00,2022-10-01 00:00:00,6,84,7804.999999999999,663.12,4571.349999999999,3233.6499999999996,false,0.0
2022-04-01 00:00:00,2022-11-01 00:00:00,7,84,7804.999999999999,6.3,4577.65,3227.3499999999995,false,0.0
2022-04-01 00:00:00,2022-12-01 00:00:00,8,84,7804.999999999999,64.58,4642.2300000000005,3162.7700000000004,false,0.0
2022-04-01 00:00:00,2023-01-01 00:00:00,9,84,7804.999999999999,98.53,4740.759999999999,3064.24,false,0.0
2022-04-01 00:00:00,2023-02-01 00:00:00,10,84,7804.999999999999,0.0,4740.759999999999,3064.24,false,0.0
2022-04-01 00:00:00,2023-03-01 00:00:00,11,84,7804.999999999999,24.12,4764.88,3040.12,false,0.0
2022-04-01 00:00:00,2023-04-01 00:00:00,12,84,7804.999999999999,48.25,4813.13,2991.87,false,0.0
2022-04-01 00:00:00,2023-05-01 00:00:00,13,84,7804.999999999999,0.0,4813.13,2991.87,false,0.0
2022-04-01 00:00:00,2023-06-01 00:00:00,14,84,7804.999999999999,151.27,4964.4000000000015,2840.6000000000004,false,0.0
2022-04-01 00:00:00,2023-07-01 00:00:00,15,84,7804.999999999999,0.0,4964.4000000000015,2840.6000000000004,false,0.0
2022-04-01 00:00:00,2023-08-01 00:00:00,16,84,7804.999999999999,0.0,4964.4000000000015,2840.6000000000004,false,0.0
2022-04-01 00:00:00,2023-09-01 00:00:00,17,84,7804.999999999999,98.72,5063.120000000001,2741.88,false,0.0
2022-04-01 00:00:00,2023-10-01 00:00:00,18,84,7804.999999999999,0.0,5063.120000000001,2741.88,false,0.0
2022-04-01 00:00:00,2023-11-01 00:00:00,19,84,7804.999999999999,142.6,5205.720000000001,2599.2799999999997,false,0.0
2022-04-01 00:00:00,2023-12-01 00:00:00,20,84,7804.999999999999,74.22,5279.9400000000005,2525.0600000000004,false,0.0
2022-04-01 00:00:00,2024-01-01 00:00:00,21,84,7804.999999999999,0.0,5279.9400000000005,2525.0600000000004,false,0.0
2022-04-01 00:00:00,2024-02-01 00:00:00,22,84,7804.999999999999,0.0,5279.9400000000005,2525.0600000000004,false,0.0
2022-04-01 00:00:00,2024-03-01 00:00:00,23,84,7804.999999999999,0.0,5279.9400000000005,2525.0600000000004,true,2525.0600000000004
2022-05-01 00:00:00,2022-05-01 00:00:00,0,94,8394.98,692.1700000000001,685.24,7709.74,false,0.0
2022-05-01 00:00:00,2022-06-01 00:00:00,1,94,8394.98,503.21,1188.4499999999998,7206.53,false,0.0
2022-05-01 00:00:00,2022-07-01 00:00:00,2,94,8394.98,989.5200000000001,2163.56,6231.42,false,0.0
2022-05-01 00:00:00,2022-08-01 00:00:00,3,94,8394.98,914.0300000000002,3032.17,5362.8099999999995,false,0.0
2022-05-01 00:00:00,2022-09-01 00:00:00,4,94,8394.98,427.06000000000006,3459.2300000000005,4935.75,false,0.0
2022-05-01 00:00:00,2022-10-01 00:00:00,5,94,8394.98,282.88,3742.1100000000006,4652.870000000001,false,0.0
2022-05-01 00:00:00,2022-11-01 00:00:00,6,94,8394.98,449.59,4191.7,4203.28,false,0.0
2022-05-01 00:00:00,2022-12-01 00:00:00,7,94,8394.98,192.52,4384.22,4010.76,false,0.0
2022-05-01 00:00:00,2023-01-01 00:00:00,8,94,8394.98,128.01,4512.23,3882.75,false,0.0
2022-05-01 00:00:00,2023-02-01 00:00:00,9,94,8394.98,99.06000000000002,4611.29,3783.6900000000005,false,0.0
2022-05-01 00:00:00,2023-03-01 00:00:00,10,94,8394.98,146.84,4758.13,3636.85,false,0.0
2022-05-01 00:00:00,2023-04-01 00:00:00,11,94,8394.98,76.62,4834.75,3560.23,false,0.0
2022-05-01 00:00:00,2023-05-01 00:00:00,12,94,8394.98,118.95,4953.7,3441.2799999999997,false,0.0
2022-05-01 00:00:00,2023-06-01 00:00:00,13,94,8394.98,399.96000000000004,5353.660000000001,3041.32,false,0.0
2022-05-01 00:00:00,2023-07-01 00:00:00,14,94,8394.98,37.06,5390.72,3004.26,false,0.0
2022-05-01 00:00:00,2023-08-01 00:00:00,15,94,8394.98,103.42,5494.14,2900.84,false,0.0
2022-05-01 00:00:00,2023-09-01 00:00:00,16,94,8394.98,475.97,5970.11,2424.8700000000003,false,0.0
2022-05-01 00:00:00,2023-10-01 00:00:00,17,94,8394.98,0.0,5970.11,2424.8700000000003,false,0.0
2022-05-01 00:00:00,2023-11-01 00:00:00,18,94,8394.98,0.0,5970.11,2424.8700000000003,false,0.0
2022-05-01 00:00:00,2023-12-01 00:00:00,19,94,8394.98,0.0,5970.11,2424.8700000000003,false,0.0
2022-05-01 00:00:00,2024-01-01 00:00:00,20,94,8394.98,47.25,6017.36,2377.6200000000003,false,0.0
2022-05-01 00:00:00,2024-02-01 00:00:00,21,94,8394.98,0.0,6017.36,2377.6200000000003,false,0.0
2022-05-01 00:00:00,2024-03-01 00:00:00,22,94,8394.98,0.0,6017.36,2377.6200000000003,false,0.0
2022-05-01 00:00:00,2024-04-01 00:00:00,23,94,8394.98,0.0,6017.36,2377.6200000000003,true,2377.6200000000003
2022-06-01 00:00:00,2022-06-01 00:00:00,0,78,6771.86,398.88,398.88,6372.98,false,0.0
2022-06-01 00:00:00,2022-07-01 00:00:00,1,78,6771.86,421.37,820.25,5951.610000000001,false,0.0
2022-06-01 00:00:00,2022-08-01 00:00:00,2,78,6771.86,695.54,1511.2899999999997,5260.57,false,0.0
2022-06-01 00:00:00,2022-09-01 00:00:00,3,78,6771.86,541.7,2015.5400000000002,4756.32,false,0.0
2022-06-01 00:00:00,2022-10-01 00:00:00,4,78,6771.86,751.01,2766.55,4005.31,false,0.0
2022-06-01 00:00:00,2022-11-01 00:00:00,5,78,6771.86,435.45000000000005,3201.9999999999995,3569.8599999999997,false,0.0
2022-06-01 00:00:00,2022-12-01 00:00:00,6,78,6771.86,387.06999999999994,3589.0699999999997,3182.79,false,0.0
2022-06-01 00:00:00,2023-01-01 00:00:00,7,78,6771.86,81.35,3670.42,3101.4399999999996,false,0.0
2022-06-01 00:00:00,2023-02-01 00:00:00,8,78,6771.86,73.03,3743.45,3028.41,false,0.0
2022-06-01 00:00:00,2023-03-01 00:00:00,9,78,6771.86,147.17000000000002,3890.62,2881.24,false,0.0
2022-06-01 00:00:00,2023-04-01 00:00:00,10,78,6771.86,68.49,3959.1099999999997,2812.75,false,0.0
2022-06-01 00:00:00,2023-05-01 00:00:00,11,78,6771.86,103.75,4062.8600000000006,2709.0,false,0.0
2022-06-01 00:00:00,2023-06-01 00:00:00,12,78,6771.86,19.55,4082.41,2689.4500000000003,false,0.0
2022-06-01 00:00:00,2023-07-01 00:00:00,13,78,6771.86,117.81,4200.22,2571.6400000000003,false,0.0
2022-06-01 00:00:00,2023-08-01 00:00:00,14,78,6771.86,8.8,4209.02,2562.84,false,0.0
2022-06-01 00:00:00,2023-09-01 00:00:00,15,78,6771.86,181.82,4390.84,2381.0200000000004,false,0.0
2022-06-01 00:00:00,2023-10-01 00:00:00,16,78,6771.86,160.16,4551.0,2220.86,false,0.0
2022-06-01 00:00:00,2023-11-01 00:00:00,17,78,6771.86,192.13,4743.13,2028.73,false,0.0
2022-06-01 00:00:00,2023-12-01 00:00:00,18,78,6771.86,0.0,4743.13,2028.73,false,0.0
2022-06-01 00:00:00,2024-01-01 00:00:00,19,78,6771.86,24.73,4767.86,2004.0,false,0.0
2022-06-01 00:00:00,2024-02-01 00:00:00,20,78,6771.86,196.69,4964.55,1807.31,false,0.0
2022-06-01 00:00:00,2024-03-01 00:00:00,21,78,6771.86,0.0,4964.55,1807.31,false,0.0
2022-06-01 00:00:00,2024-04-01 00:00:00,22,78,6771.86,0.0,4964.55,1807.31,false,0.0
2022-06-01 00:00:00,2024-05-01 00:00:00,23,78,6771.86,0.0,4964.55,1807.31,true,1807.31
2022-07-01 00:00:00,2022-07-01 00:00:00,0,83,7607.71,1340.92,1338.3,6269.41,false,0.0
2022-07-01 00:00:00,2022-08-01 00:00:00,1,83,7607.71,932.11,2249.99,5357.720000000001,false,0.0
2022-07-01 00:00:00,2022-09-01 00:00:00,2,83,7607.71,52.209999999999994,2302.2,5305.51,false,0.0
2022-07-01 00:00:00,2022-10-01 00:00:00,3,83,7607.71,530.27,2830.07,4777.639999999999,false,0.0
2022-07-01 00:00:00,2022-11-01 00:00:00,4,83,7607.71,896.6299999999999,3726.7,3881.0099999999998,false,0.0
2022-07-01 00:00:00,2022-12-01 00:00:00,5,83,7607.71,525.23,4251.929999999999,3355.78,false,0.0
2022-07-01 00:00:00,2023-01-01 00:00:00,6,83,7607.71,207.43000000000004,4459.36,3148.3499999999995,false,0.0
2022-07-01 00:00:00,2023-02-01 00:00:00,7,83,7607.71,175.64000000000001,4635.0,2972.71,false,0.0
2022-07-01 00:00:00,2023-03-01 00:00:00,8,83,7607.71,98.57999999999998,4733.58,2874.13,false,0.0
2022-07-01 00:00:00,2023-04-01 00:00:00,9,83,7607.71,129.23,4862.8099999999995,2744.8999999999996,false,0.0
2022-07-01 00:00:00,2023-05-01 00:00:00,10,83,7607.71,20.44,4883.249999999999,2724.46,false,0.0
2022-07-01 00:00:00,2023-06-01 00:00:00,11,83,7607.71,23.59,4906.839999999999,2700.8700000000003,false,0.0
2022-07-01 00:00:00,2023-07-01 00:00:00,12,83,7607.71,348.54999999999995,5255.389999999999,2352.3199999999997,false,0.0
2022-07-01 00:00:00,2023-08-01 00:00:00,13,83,7607.71,152.06,5407.45,2200.2599999999998,false,0.0
2022-07-01 00:00:00,2023-09-01 00:00:00,14,83,7607.71,227.96,5635.41,1972.2999999999997,false,0.0
2022-07-01 00:00:00,2023-10-01 00:00:00,15,83,7607.71,77.92999999999999,5713.34,1894.37,false,0.0
2022-07-01 00:00:00,2023-11-01 00:00:00,16,83,7607.71,28.65,5741.990000000001,1865.7200000000003,false,0.0
2022-07-01 00:00:00,2023-12-01 00:00:00,17,83,7607.71,0.0,5741.990000000001,1865.7200000000003,false,0.0
2022-07-01 00:00:00,2024-01-01 00:00:00,18,83,7607.71,74.51,5816.500000000001,1791.21,false,0.0
2022-07-01 00:00:00,2024-02-01 00:00:00,19,83,7607.71,139.67,5956.17,1651.54,false,0.0
2022-07-01 00:00:00,2024-03-01 00:00:00,20,83,7607.71,0.0,5956.17,1651.54,false,0.0
2022-07-01 00:00:00,2024-04-01 00:00:00,21,83,7607.71,0.0,5956.17,1651.54,false,0.0
2022-07-01 00:00:00,2024-05-01 00:00:00,22,83,7607.71,0.0,5956.17,1651.54,false,0.0
2022-07-01 00:00:00,2024-06-01 00:00:00,23,83,7607.71,0.0,5956.17,1651.54,true,1651.54
2022-08-01 00:00:00,2022-08-01 00:00:00,0,90,7685.93,1521.99,1493.0700000000002,6192.860000000001,false,0.0
2022-08-01 00:00:00,2022-09-01 00:00:00,1,90,7685.93,647.43,2140.5,5545.43,false,0.0
2022-08-01 00:00:00,2022-10-01 00:00:00,2,90,7685.93,345.73,2486.23,5199.700000000001,false,0.0
2022-08-01 00:00:00,2022-11-01 00:00:00,3,90,7685.93,879.1000000000001,3343.0799999999995,4342.85,false,0.0
2022-08-01 00:00:00,2022-12-01 00:00:00,4,90,7685.93,607.01,3950.09,3735.8399999999992,false,0.0
2022-08-01 00:00:00,2023-01-01 00:00:00,5,90,7685.93,470.71000000000004,4420.8,3265.1299999999997,false,0.0
2022-08-01 00:00:00,2023-02-01 00:00:00,6,90,7685.93,1020.8399999999999,5441.639999999999,2244.29,false,0.0
2022-08-01 00:00:00,2023-03-01 00:00:00,7,90,7685.93,132.1,5573.740000000002,2112.19,false,0.0
2022-08-01 00:00:00,2023-04-01 00:00:00,8,90,7685.93,115.16999999999999,5688.91,1997.0200000000002,false,0.0
2022-08-01 00:00:00,2023-05-01 00:00:00,9,90,7685.93,78.04,5766.950000000001,1918.9800000000002,false,0.0
2022-08-01 00:00:00,2023-06-01 00:00:00,10,90,7685.93,28.49,5795.4400000000005,1890.4900000000002,false,0.0
2022-08-01 00:00:00,2023-07-01 00:00:00,11,90,7685.93,32.58,5828.02,1857.91,false,0.0
2022-08-01 00:00:00,2023-08-01 00:00:00,12,90,7685.93,71.37,5899.390000000001,1786.5400000000002,false,0.0
2022-08-01 00:00:00,2023-09-01 00:00:00,13,90,7685.93,120.57,6019.960000000001,1665.9700000000003,false,0.0
2022-08-01 00:00:00,2023-10-01 00:00:00,14,90,7685.93,289.21,6309.17,1376.7600000000002,false,0.0
2022-08-01 00:00:00,2023-11-01 00:00:00,15,90,7685.93,138.35,6447.52,1238.4100000000003,false,0.0
2022-08-01 00:00:00,2023-12-01 00:00:00,16,90,7685.93,0.0,6447.52,1238.4100000000003,false,0.0
2022-08-01 00:00:00,2024-01-01 00:00:00,17,90,7685.93,0.0,6447.52,1238.4100000000003,false,0.0
2022-08-01 00:00:00,2024-02-01 00:00:00,18,90,7685.93,46.76,6494.280000000001,1191.6500000000003,false,0.0
2022-08-01 00:00:00,2024-03-01 00:00:00,19,90,7685.93,0.0,6494.280000000001,1191.6500000000003,false,0.0
2022-08-01 00:00:00,2024-04-01 00:00:00,20,90,7685.93,0.0,6494.280000000001,1191.6500000000003,false,0.0
2022-08-01 00:00:00,2024-05-01 00:00:00,21,90,7685.93,0.0,6494.280000000001,1191.6500000000003,false,0.0
2022-08-01 00:00:00,2024-06-01 00:00:00,22,90,7685.93,0.0,6494.280000000001,1191.6500000000003,false,0.0
2022-08-01 00:00:00,2024-07-01 00:00:00,23,90,7685.93,0.0,6494.280000000001,1191.6500000000003,true,1191.6500000000003
2022-09-01 00:00:00,2022-09-01 00:00:00,0,78,7252.61,1181.4,1165.48,6087.13,false,0.0
2022-09-01 00:00:00,2022-10-01 00:00:00,1,78,7252.61,359.39,1524.8700000000001,5727.74,false,0.0
2022-09-01 00:00:00,2022-11-01 00:00:00,2,78,7252.61,680.99,2194.63,5057.98,false,0.0
2022-09-01 00:00:00,2022-12-01 00:00:00,3,78,7252.61,516.4399999999999,2703.81,4548.8,false,0.0
2022-09-01 00:00:00,2023-01-01 00:00:00,4,78,7252.61,636.7,3340.5099999999998,3912.1,false,0.0
2022-09-01 00:00:00,2023-02-01 00:00:00,5,78,7252.61,775.48,4115.99,3136.6200000000003,false,0.0
2022-09-01 00:00:00,2023-03-01 00:00:00,6,78,7252.61,59.76,4175.749999999999,3076.86,false,0.0
2022-09-01 00:00:00,2023-04-01 00:00:00,7,78,7252.61,132.57999999999998,4308.330000000001,2944.28,false,0.0
2022-09-01 00:00:00,2023-05-01 00:00:00,8,78,7252.61,57.42999999999999,4365.76,2886.85,false,0.0
2022-09-01 00:00:00,2023-06-01 00:00:00,9,78,7252.61,29.36,4395.12,2857.4900000000002,false,0.0
2022-09-01 00:00:00,2023-07-01 00:00:00,10,78,7252.61,61.36,4456.4800000000005,2796.13,false,0.0
2022-09-01 00:00:00,2023-08-01 00:00:00,11,78,7252.61,0.0,4456.4800000000005,2796.13,false,0.0
2022-09-01 00:00:00,2023-09-01 00:00:00,12,78,7252.61,117.55,4574.030000000001,2678.58,false,0.0
2022-09-01 00:00:00,2023-10-01 00:00:00,13,78,7252.61,32.08,4606.11,2646.4999999999995,false,0.0
2022-09-01 00:00:00,2023-11-01 00:00:00,14,78,7252.61,154.53,4760.639999999999,2491.97,false,0.0
2022-09-01 00:00:00,2023-12-01 00:00:00,15,78,7252.61,0.0,4760.639999999999,2491.97,false,0.0
2022-09-01 00:00:00,2024-01-01 00:00:00,16,78,7252.609999999999,0.0,4760.64,2491.97,false,0.0
2022-09-01 00:00:00,2024-02-01 00:00:00,17,78,7252.609999999999,26.7,4787.34,2465.27,false,0.0
2022-09-01 00:00:00,2024-03-01 00:00:00,18,78,7252.609999999999,0.0,4787.34,2465.27,false,0.0
2022-09-01 00:00:00,2024-04-01 00:00:00,19,78,7252.609999999999,199.05,4986.39,2266.22,false,0.0
2022-09-01 00:00:00,2024-05-01 00:00:00,20,78,7252.609999999999,0.0,4986.39,2266.22,false,0.0
2022-09-01 00:00:00,2024-06-01 00:00:00,21,78,7252.609999999999,0.0,4986.39,2266.22,false,0.0
2022-09-01 00:00:00,2024-07-01 00:00:00,22,78,7252.609999999999,0.0,4986.39,2266.22,false,0.0
2022-09-01 00:00:00,2024-08-01 00:00:00,23,78,7252.609999999999,0.0,4986.39,2266.22,true,2266.22
2022-10-01 00:00:00,2022-10-01 00:00:00,0,108,8824.81,1206.1100000000001,1176.81,7648.0,false,0.0
2022-10-01 00:00:00,2022-11-01 00:00:00,1,108,8824.81,717.87,1874.81,6950.0,false,0.0
2022-10-01 00:00:00,2022-12-01 00:00:00,2,108,8824.81,499.49,2374.2999999999997,6450.51,false,0.0
2022-10-01 00:00:00,2023-01-01 00:00:00,3,108,8824.81,1065.44,3428.3599999999997,5396.449999999999,false,0.0
2022-10-01 00:00:00,2023-02-01 00:00:00,4,108,8824.81,429.48999999999995,3857.8499999999995,4966.959999999999,false,0.0
2022-10-01 00:00:00,2023-03-01 00:00:00,5,108,8824.81,639.8599999999999,4497.71,4327.099999999999,false,0.0
2022-10-01 00:00:00,2023-04-01 00:00:00,6,108,8824.81,359.52000000000004,4857.23,3967.58,false,0.0
2022-10-01 00:00:00,2023-05-01 00:00:00,7,108,8824.81,363.51,5220.740000000001,3604.0700000000006,false,0.0
2022-10-01 00:00:00,2023-06-01 00:00:00,8,108,8824.81,115.22,5335.96,3488.8500000000004,false,0.0
2022-10-01 00:00:00,2023-07-01 00:00:00,9,108,8824.81,76.2,5412.16,3412.65,false,0.0
2022-10-01 00:00:00,2023-08-01 00:00:00,10,108,8824.81,302.47999999999996,5714.64,3110.17,false,0.0
2022-10-01 00:00:00,2023-09-01 00:00:00,11,108,8824.81,80.53999999999999,5795.179999999999,3029.63,false,0.0
2022-10-01 00:00:00,2023-10-01 00:00:00,12,108,8824.81,19.46,5814.639999999999,3010.17,false,0.0
